Episode 1 done, steps = 610, actions = [0:59/610 | 1:184/610 | 2:161/610 | 3:47/610 | 4:40/610 | 5:119/610 | ], loss = 69.43618774414062, rewards = 305.0, consume time = 1.6852221488952637s
Episode 2 done, steps = 1424, actions = [0:20/814 | 1:39/814 | 2:111/814 | 3:128/814 | 4:463/814 | 5:53/814 | ], loss = 25.122217178344727, rewards = 220.0, consume time = 3.9544272422790527s
Episode 3 done, steps = 1862, actions = [0:1/438 | 1:0/438 | 2:23/438 | 3:29/438 | 4:369/438 | 5:16/438 | ], loss = 15.81273078918457, rewards = 195.0, consume time = 5.210227966308594s
Episode 4 done, steps = 2673, actions = [0:0/811 | 1:0/811 | 2:24/811 | 3:124/811 | 4:663/811 | 5:0/811 | ], loss = 7.7067718505859375, rewards = 220.0, consume time = 7.491391897201538s
Episode 5 done, steps = 3368, actions = [0:0/695 | 1:1/695 | 2:17/695 | 3:208/695 | 4:469/695 | 5:0/695 | ], loss = 12.956877708435059, rewards = 225.0, consume time = 9.568222045898438s
Episode 6 done, steps = 3980, actions = [0:0/612 | 1:0/612 | 2:39/612 | 3:269/612 | 4:304/612 | 5:0/612 | ], loss = 10.751106262207031, rewards = 160.0, consume time = 11.552796840667725s
Episode 7 done, steps = 4801, actions = [0:0/821 | 1:0/821 | 2:14/821 | 3:349/821 | 4:458/821 | 5:0/821 | ], loss = 15.137031555175781, rewards = 300.0, consume time = 14.049424171447754s
Episode 8 done, steps = 5189, actions = [0:0/388 | 1:0/388 | 2:5/388 | 3:172/388 | 4:211/388 | 5:0/388 | ], loss = 8.360783576965332, rewards = 180.0, consume time = 15.188902139663696s
Episode 9 done, steps = 5672, actions = [0:0/483 | 1:0/483 | 2:0/483 | 3:271/483 | 4:212/483 | 5:0/483 | ], loss = 6.385153770446777, rewards = 150.0, consume time = 16.57664203643799s
Episode 10 done, steps = 5952, actions = [0:0/280 | 1:0/280 | 2:0/280 | 3:116/280 | 4:164/280 | 5:0/280 | ], loss = 1.3835409879684448, rewards = 55.0, consume time = 17.47456407546997s
Episode 11 done, steps = 6297, actions = [0:0/345 | 1:0/345 | 2:0/345 | 3:89/345 | 4:256/345 | 5:0/345 | ], loss = 0.5078151822090149, rewards = 80.0, consume time = 18.51793098449707s
