Episode 72 done, steps = 43283, actions = [0:0/997 | 1:334/997 | 2:14/997 | 3:559/997 | 4:90/997 | 5:0/997 | ], loss = 12.475363731384277, rewards = 265.0, consume time = 110.19091892242432s
Episode 73 done, steps = 43911, actions = [0:0/628 | 1:225/628 | 2:3/628 | 3:341/628 | 4:59/628 | 5:0/628 | ], loss = 5.936323642730713, rewards = 110.0, consume time = 111.8003568649292s
Episode 74 done, steps = 44551, actions = [0:0/640 | 1:226/640 | 2:1/640 | 3:344/640 | 4:69/640 | 5:0/640 | ], loss = 3.1961147785186768, rewards = 60.0, consume time = 113.40452003479004s
Episode 75 done, steps = 45080, actions = [0:0/529 | 1:235/529 | 2:2/529 | 3:265/529 | 4:27/529 | 5:0/529 | ], loss = 4.798720359802246, rewards = 70.0, consume time = 114.76664996147156s
Episode 76 done, steps = 45711, actions = [0:1/631 | 1:235/631 | 2:2/631 | 3:355/631 | 4:38/631 | 5:0/631 | ], loss = 7.837916851043701, rewards = 160.0, consume time = 116.35598707199097s
Episode 77 done, steps = 46342, actions = [0:0/631 | 1:243/631 | 2:2/631 | 3:359/631 | 4:27/631 | 5:0/631 | ], loss = 6.323037624359131, rewards = 120.0, consume time = 117.95568799972534s
Episode 78 done, steps = 46969, actions = [0:0/627 | 1:251/627 | 2:1/627 | 3:355/627 | 4:20/627 | 5:0/627 | ], loss = 6.179336071014404, rewards = 135.0, consume time = 119.55200481414795s
Episode 79 done, steps = 47596, actions = [0:0/627 | 1:255/627 | 2:0/627 | 3:355/627 | 4:17/627 | 5:0/627 | ], loss = 4.362305164337158, rewards = 105.0, consume time = 121.16523385047913s
Episode 80 done, steps = 48206, actions = [0:0/610 | 1:305/610 | 2:2/610 | 3:287/610 | 4:16/610 | 5:0/610 | ], loss = 5.443901062011719, rewards = 110.0, consume time = 122.73200011253357s
Episode 81 done, steps = 48947, actions = [0:0/741 | 1:320/741 | 2:2/741 | 3:407/741 | 4:12/741 | 5:0/741 | ], loss = 3.6396284103393555, rewards = 110.0, consume time = 124.59608197212219s
Episode 82 done, steps = 49583, actions = [0:0/636 | 1:270/636 | 2:2/636 | 3:359/636 | 4:5/636 | 5:0/636 | ], loss = 3.206693410873413, rewards = 105.0, consume time = 126.19710803031921s
