Episode 1 done, steps = 250, actions = [0:50/250 | 1:60/250 | 2:53/250 | 3:45/250 | 4:42/250 | ], loss = 0, rewards = -52.89855072463848, consume time = 3.8933560848236084s
Episode 2 done, steps = 500, actions = [0:59/250 | 1:49/250 | 2:56/250 | 3:32/250 | 4:54/250 | ], loss = 0, rewards = -60.992907801419314, consume time = 7.902498722076416s
Episode 3 done, steps = 750, actions = [0:49/250 | 1:57/250 | 2:47/250 | 3:55/250 | 4:42/250 | ], loss = 0, rewards = -59.731543624161915, consume time = 11.880488872528076s
Episode 4 done, steps = 1000, actions = [0:51/250 | 1:37/250 | 2:51/250 | 3:53/250 | 4:58/250 | ], loss = 0, rewards = -46.56488549618396, consume time = 15.705505132675171s
Episode 5 done, steps = 1250, actions = [0:58/250 | 1:51/250 | 2:56/250 | 3:49/250 | 4:36/250 | ], loss = 0, rewards = -53.237410071943266, consume time = 19.579498052597046s
Episode 6 done, steps = 1500, actions = [0:47/250 | 1:53/250 | 2:54/250 | 3:52/250 | 4:44/250 | ], loss = 0, rewards = -48.52941176470666, consume time = 23.34253692626953s
Episode 7 done, steps = 1750, actions = [0:46/250 | 1:56/250 | 2:47/250 | 3:47/250 | 4:54/250 | ], loss = 0, rewards = -65.83850931677097, consume time = 27.40801692008972s
Episode 8 done, steps = 2000, actions = [0:58/250 | 1:40/250 | 2:55/250 | 3:47/250 | 4:50/250 | ], loss = 0, rewards = -52.380952380953154, consume time = 31.56279492378235s
Episode 9 done, steps = 2250, actions = [0:49/250 | 1:38/250 | 2:60/250 | 3:57/250 | 4:46/250 | ], loss = 0, rewards = -52.75590551181186, consume time = 35.56707191467285s
Episode 10 done, steps = 2500, actions = [0:63/250 | 1:44/250 | 2:53/250 | 3:50/250 | 4:40/250 | ], loss = 0, rewards = -55.88235294117714, consume time = 39.59431290626526s
Episode 11 done, steps = 2750, actions = [0:49/250 | 1:63/250 | 2:45/250 | 3:50/250 | 4:43/250 | ], loss = 0, rewards = -56.52173913043563, consume time = 43.60586905479431s
Episode 12 done, steps = 3000, actions = [0:48/250 | 1:55/250 | 2:48/250 | 3:36/250 | 4:63/250 | ], loss = 0, rewards = -60.714285714286454, consume time = 47.566421031951904s
Episode 13 done, steps = 3250, actions = [0:48/250 | 1:53/250 | 2:45/250 | 3:59/250 | 4:45/250 | ], loss = 0, rewards = -57.92880258899756, consume time = 51.83236789703369s
Episode 14 done, steps = 3500, actions = [0:56/250 | 1:52/250 | 2:43/250 | 3:39/250 | 4:60/250 | ], loss = 0, rewards = -58.17490494296665, consume time = 55.98068594932556s
Episode 15 done, steps = 3750, actions = [0:65/250 | 1:50/250 | 2:42/250 | 3:41/250 | 4:52/250 | ], loss = 0, rewards = -60.000000000000824, consume time = 60.25670003890991s
Episode 16 done, steps = 4000, actions = [0:46/250 | 1:47/250 | 2:56/250 | 3:52/250 | 4:49/250 | ], loss = 0, rewards = -50.943396226415764, consume time = 64.48503494262695s
Episode 17 done, steps = 4250, actions = [0:47/250 | 1:41/250 | 2:59/250 | 3:52/250 | 4:51/250 | ], loss = 0, rewards = -51.38888888888972, consume time = 68.57756805419922s
