0,0,0.0
1,0,0.0
2,4,0.0
3,3,0.0
4,1,0.0
5,2,0.0
6,3,0.0
7,1,0.0
8,2,0.0
9,0,0.0
10,4,0.0
11,0,0.0
12,1,0.0
13,2,0.0
14,1,0.0
15,0,0.0
16,5,0.0
17,4,0.0
18,5,0.0
19,3,0.0
20,0,0.0
21,5,5.0
22,3,0.0
23,1,0.0
24,5,0.0
25,2,0.0
26,2,0.0
27,2,0.0
28,3,0.0
29,1,10.0
30,1,0.0
31,1,0.0
32,0,0.0
33,1,0.0
34,1,0.0
35,2,0.0
36,1,0.0
37,2,0.0
38,0,0.0
39,2,0.0
40,5,0.0
41,2,0.0
42,1,0.0
43,3,0.0
44,2,0.0
45,1,0.0
46,3,0.0
47,2,0.0
48,1,0.0
49,0,0.0
50,0,0.0
51,1,0.0
52,1,0.0
53,0,0.0
54,1,0.0
55,3,0.0
56,1,0.0
57,0,0.0
58,0,0.0
59,3,0.0
60,4,0.0
61,1,5.0
62,4,0.0
63,2,0.0
64,4,10.0
65,1,0.0
66,4,0.0
67,1,0.0
68,4,0.0
69,4,0.0
70,3,0.0
71,3,0.0
72,2,0.0
73,2,0.0
74,2,0.0
75,2,0.0
76,2,0.0
77,2,0.0
78,2,0.0
79,2,0.0
80,2,0.0
81,1,0.0
82,2,0.0
83,5,0.0
84,2,0.0
85,2,0.0
86,5,0.0
87,5,0.0
88,5,0.0
89,5,0.0
90,5,0.0
91,5,0.0
92,5,0.0
93,5,0.0
94,5,0.0
95,1,0.0
96,5,25.0
97,2,5.0
98,2,0.0
99,2,0.0
100,2,0.0
101,1,0.0
102,1,5.0
103,1,0.0
104,2,10.0
105,2,0.0
106,1,0.0
107,2,0.0
108,2,15.0
109,5,0.0
110,1,0.0
111,1,20.0
112,1,0.0
113,5,0.0
114,2,0.0
115,5,0.0
116,1,0.0
117,1,0.0
118,1,0.0
119,1,0.0
120,2,0.0
121,2,0.0
122,2,0.0
123,5,0.0
124,5,0.0
125,5,0.0
126,1,0.0
127,5,0.0
128,5,0.0
129,5,0.0
130,5,0.0
131,5,0.0
132,5,0.0
133,5,0.0
134,5,0.0
135,5,0.0
136,5,0.0
137,5,0.0
138,2,0.0
139,2,0.0
140,5,0.0
141,2,0.0
142,2,0.0
143,5,0.0
144,1,0.0
145,1,5.0
146,5,0.0
147,2,10.0
148,2,0.0
149,1,15.0
150,1,0.0
151,2,0.0
152,2,20.0
153,1,0.0
154,2,0.0
155,2,0.0
156,1,0.0
157,2,0.0
158,2,0.0
159,1,0.0
160,2,0.0
161,1,0.0
162,2,0.0
163,2,0.0
164,2,0.0
165,2,0.0
166,1,0.0
167,2,0.0
168,5,0.0
169,2,0.0
170,2,0.0
171,5,0.0
172,1,0.0
173,5,0.0
174,2,0.0
175,5,0.0
176,5,25.0
177,5,0.0
178,5,10.0
179,5,0.0
180,2,0.0
181,1,15.0
182,5,0.0
183,2,0.0
184,5,20.0
185,1,0.0
186,2,0.0
187,2,0.0
188,1,0.0
189,1,0.0
190,5,0.0
191,1,0.0
192,2,0.0
193,1,25.0
194,5,0.0
195,5,0.0
196,2,0.0
197,5,0.0
198,2,0.0
199,2,0.0
200,2,0.0
201,2,0.0
202,1,0.0
203,5,0.0
204,5,0.0
205,1,0.0
206,5,0.0
207,5,0.0
208,5,0.0
209,5,0.0
210,5,0.0
211,2,0.0
212,5,0.0
213,2,0.0
214,5,0.0
215,5,0.0
216,2,0.0
217,2,0.0
218,2,0.0
219,5,5.0
220,5,0.0
221,5,0.0
222,5,0.0
223,5,0.0
224,5,0.0
225,5,0.0
226,5,0.0
227,5,0.0
228,5,0.0
229,5,0.0
230,5,0.0
231,5,0.0
232,5,0.0
233,5,0.0
234,5,20.0
