0,1,0.0
1,2,0.0
2,5,0.0
3,4,0.0
4,3,0.0
5,0,0.0
6,4,0.0
7,0,0.0
8,4,0.0
9,0,0.0
10,3,0.0
11,5,0.0
12,3,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,2,0.0
17,3,0.0
18,1,0.0
19,3,0.0
20,3,0.0
21,1,0.0
22,1,0.0
23,1,0.0
24,1,0.0
25,4,0.0
26,5,0.0
27,3,0.0
28,0,0.0
29,5,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,3,0.0
34,2,0.0
35,3,0.0
36,5,0.0
37,2,0.0
38,4,0.0
39,1,0.0
40,0,0.0
41,1,0.0
42,3,0.0
43,0,0.0
44,4,0.0
45,2,0.0
46,4,0.0
47,3,0.0
48,1,0.0
49,0,0.0
50,0,0.0
51,3,0.0
52,2,0.0
53,0,0.0
54,2,0.0
55,3,0.0
56,1,0.0
57,0,0.0
58,2,0.0
59,3,0.0
60,2,0.0
61,0,0.0
62,0,0.0
63,5,0.0
64,5,0.0
65,2,0.0
66,0,0.0
67,2,0.0
68,0,0.0
69,5,0.0
70,1,0.0
71,5,0.0
72,0,0.0
73,4,0.0
74,0,0.0
75,5,0.0
76,4,0.0
77,2,0.0
78,5,0.0
79,5,0.0
80,5,0.0
81,4,0.0
82,5,0.0
83,1,0.0
84,0,0.0
85,5,0.0
86,5,0.0
87,3,0.0
88,3,0.0
89,5,0.0
90,5,0.0
91,3,0.0
92,1,0.0
93,0,0.0
94,1,0.0
95,0,0.0
96,3,0.0
97,3,0.0
98,4,0.0
99,0,0.0
100,4,0.0
101,4,0.0
102,3,0.0
103,4,0.0
104,3,0.0
105,3,0.0
106,1,0.0
107,3,0.0
108,2,0.0
109,2,0.0
110,0,0.0
111,5,0.0
112,3,0.5
113,0,0.0
114,0,0.0
115,5,0.0
116,4,0.0
117,2,0.0
118,4,0.0
119,3,0.0
120,4,0.0
121,2,0.0
122,0,0.0
123,3,1.0
124,2,0.0
125,4,0.0
126,5,0.0
127,5,0.0
128,3,0.0
129,0,0.0
130,2,0.0
131,1,0.0
132,2,0.0
133,3,0.0
134,5,0.0
135,3,0.0
136,2,0.0
137,0,0.0
138,3,0.0
139,3,0.0
140,5,0.0
141,2,0.0
142,5,0.0
143,4,0.0
144,0,0.0
145,3,0.0
146,4,0.0
147,2,0.0
148,4,0.0
149,4,0.0
150,0,1.5
151,3,0.0
152,2,0.0
153,5,0.0
154,4,0.0
155,0,0.0
156,0,0.0
157,2,0.0
158,2,0.0
159,1,0.0
160,4,0.0
161,2,0.0
